date,CHFEUR,CHFJPY,CHFSEK,CHFAUD,USDCHF,USDGBP,USDCAD,USDEUR,USDJPY,USDSEK,USDAUD,GBPCHF,GBPUSD,GBPCAD,GBPEUR,GBPJPY,GBPSEK,GBPAUD,CADCHF,CADUSD,CADGBP,CADEUR,CADJPY,CADSEK,CADAUD,EURCHF,EURUSD,EURGBP,EURCAD,EURJPY,EURSEK,EURAUD,JPYCHF,JPYUSD,JPYGBP,JPYCAD,JPYEUR,JPYSEK,JPYAUD,SEKCHF,SEKUSD
2015-07-05,10,15,0,0,5,5,46,100,41,11,49,15,7,38,29,40,26,41,0,38,0,48,15,0,0,16,76,29,52,30,47,27,0,17,0,0,0,0,0,0,34
2015-07-12,16,0,0,0,14,2,40,32,29,34,16,15,9,49,23,32,52,34,0,54,0,16,0,0,37,10,51,16,47,45,47,18,0,33,51,0,0,0,0,0,0
2015-07-19,0,15,0,0,15,9,42,22,28,11,67,8,7,29,16,25,26,65,27,41,0,33,0,0,0,6,39,27,30,10,32,37,0,17,0,0,43,0,0,0,0
2015-07-26,0,15,41,0,14,5,41,42,21,33,16,8,9,29,12,12,52,19,0,21,29,0,15,0,0,7,37,25,17,39,23,100,82,16,0,0,0,0,0,0,34
2015-08-02,0,31,0,0,14,9,54,26,24,45,99,54,11,34,5,36,26,45,0,32,29,16,0,51,0,6,41,21,41,15,24,28,0,17,0,0,0,0,0,0,34
2015-08-09,16,31,0,0,19,11,53,27,25,45,66,38,7,19,4,28,26,49,27,35,0,32,15,0,0,8,39,19,70,25,16,27,0,17,0,0,0,0,0,0,0
2015-08-16,0,15,0,0,21,11,57,21,33,22,40,23,7,24,4,16,26,33,80,34,29,64,0,50,0,6,44,16,28,34,23,36,0,33,0,0,0,0,0,0,0
2015-08-23,10,0,0,0,18,16,47,51,63,54,55,0,11,65,26,39,25,62,0,42,0,0,29,0,0,12,64,20,73,29,38,27,0,16,49,0,0,0,0,0,0
2015-08-30,5,0,40,0,18,9,31,20,35,11,47,7,7,37,10,27,0,72,26,23,28,15,14,0,0,8,51,8,34,28,0,53,0,0,0,69,0,0,0,47,0
2015-09-06,0,30,40,0,14,9,32,40,30,22,71,7,6,19,14,27,25,69,53,34,28,0,0,0,0,12,41,13,39,53,53,45,0,16,0,0,0,0,0,0,0
2015-09-13,15,0,39,0,10,11,32,35,33,10,46,21,8,27,12,11,48,39,0,33,0,0,0,0,34,5,50,10,44,14,30,34,0,31,95,0,0,0,0,0,32
2015-09-20,10,0,39,0,10,11,42,20,27,11,23,0,8,41,11,34,0,32,0,36,0,0,0,0,0,4,41,14,38,33,59,43,0,0,72,0,0,0,0,0,0
2015-09-27,5,0,0,0,17,6,26,29,27,10,61,7,9,22,3,26,0,39,0,18,0,15,14,0,0,4,38,22,44,23,15,17,0,16,0,0,0,0,0,46,0
2015-10-04,10,14,0,0,8,2,34,34,27,52,15,0,9,40,7,41,0,42,0,20,0,0,0,0,0,5,31,12,27,9,0,34,0,0,0,0,0,0,0,0,0
2015-10-11,5,14,0,0,9,4,24,30,24,31,15,7,6,22,10,26,0,24,0,28,0,15,14,0,0,5,34,12,43,41,15,42,0,0,0,0,0,0,0,0,0
2015-10-18,10,0,0,43,14,10,53,24,33,10,22,21,7,40,7,7,0,24,0,30,0,0,0,0,33,6,43,18,43,18,43,33,0,61,46,66,0,0,0,0,0
2015-10-25,10,21,0,0,13,2,45,24,27,31,53,28,7,13,5,11,0,24,25,32,27,0,41,0,0,4,49,7,32,18,36,8,0,15,0,0,0,0,0,0,31
2015-11-01,24,14,37,0,17,6,21,44,20,10,30,14,8,18,9,7,47,31,24,27,53,0,14,0,33,3,43,24,27,36,14,33,0,30,0,0,0,0,44,44,0
2015-11-08,5,14,0,0,18,8,30,24,27,20,38,14,8,18,13,18,24,31,0,32,27,0,14,0,34,3,42,7,22,23,43,50,0,0,47,0,0,0,0,0,0
2015-11-15,0,0,76,0,15,10,28,14,31,0,23,14,7,26,11,37,24,52,25,27,0,15,27,0,33,3,47,19,27,27,14,25,0,15,0,0,0,0,0,0,0
2015-11-22,0,14,0,0,17,2,43,20,24,31,38,14,7,18,11,11,0,38,49,25,27,44,14,0,0,5,35,12,27,23,29,25,0,15,0,0,0,0,0,0,0
2015-11-29,9,27,0,0,18,8,44,57,24,10,22,35,8,30,7,18,23,41,0,27,0,29,0,0,0,4,58,12,31,13,21,58,0,15,46,0,38,0,0,0,0
2015-12-06,14,28,38,0,19,6,75,49,25,21,45,21,8,35,9,22,24,28,0,57,0,30,0,0,33,3,48,11,27,27,29,17,0,15,0,0,39,0,0,45,31
2015-12-13,5,14,0,0,21,15,63,15,25,42,54,14,12,14,8,30,0,32,0,56,0,15,28,0,0,5,52,6,27,19,22,69,0,0,0,68,0,0,45,0,32
2015-12-20,0,32,0,0,14,14,65,16,24,23,17,24,6,0,9,8,0,39,28,36,60,17,15,0,0,5,35,11,48,31,24,19,0,17,0,0,0,0,0,0,0
2015-12-27,11,0,0,0,13,12,36,16,18,12,51,24,7,15,4,17,0,19,0,39,30,17,0,0,0,3,30,20,30,15,32,29,86,17,0,0,43,0,0,51,0
2016-01-03,0,22,0,0,22,7,63,15,47,0,64,22,11,33,13,20,25,40,26,39,28,47,29,0,0,9,39,19,79,14,31,36,0,32,0,0,0,0,0,0,33
2016-01-10,0,15,0,0,14,13,100,25,52,11,31,37,12,14,13,31,0,39,52,100,0,62,14,0,0,1,37,18,100,33,30,26,0,16,48,0,0,0,0,0,0
2016-01-17,5,15,0,0,11,9,81,36,37,11,16,7,13,47,16,27,25,44,0,83,28,0,15,0,35,6,36,19,84,29,0,18,0,16,49,0,41,0,0,0,33
2016-01-24,10,15,0,0,13,11,56,40,54,11,31,37,9,23,12,46,25,22,0,49,0,16,43,0,35,4,35,11,73,29,30,18,0,0,48,0,0,0,0,0,0
2016-01-31,0,0,0,46,14,13,71,25,58,0,47,15,8,32,13,35,0,43,26,39,28,31,29,49,53,7,39,17,62,24,30,18,0,16,0,0,0,0,0,0,0
2016-02-07,10,15,0,0,19,7,56,20,85,43,0,22,8,19,15,35,0,29,26,26,28,47,43,0,35,6,42,14,56,52,60,53,0,16,0,0,0,0,46,0,0
2016-02-14,10,22,39,45,9,9,57,30,60,21,70,22,9,23,10,30,0,46,26,36,0,31,14,0,0,5,38,14,66,42,22,61,0,16,0,0,40,0,0,46,0
2016-02-21,0,14,39,0,19,15,50,30,50,42,39,29,18,45,18,45,0,46,0,43,27,0,28,0,35,6,38,25,22,56,59,9,78,47,0,0,0,0,0,0,0
2016-02-28,10,14,0,0,9,8,56,30,49,41,46,21,12,27,12,34,0,35,25,35,27,0,28,0,34,3,36,18,81,46,15,34,0,15,0,0,39,0,0,0,0
2016-03-06,5,14,0,0,10,4,53,30,31,32,31,15,10,50,13,35,25,36,0,23,28,31,14,0,0,6,50,13,55,24,0,26,0,16,0,0,0,0,0,0,0
2016-03-13,0,15,0,0,15,7,60,25,38,21,62,15,9,28,14,31,25,71,0,61,83,0,14,0,35,4,41,20,39,24,15,9,79,32,0,0,40,0,0,0,0
2016-03-20,15,15,0,0,16,18,43,31,46,22,56,0,10,33,11,32,25,41,26,45,0,16,15,0,0,4,31,19,23,19,23,36,0,33,0,0,0,0,0,0,0
2016-03-27,5,22,0,0,13,4,54,31,41,21,39,7,11,42,5,35,0,51,0,39,0,16,14,0,35,5,40,16,34,33,30,18,0,0,49,0,0,0,0,0,0
2016-04-03,5,15,0,0,17,11,42,20,72,21,39,29,12,41,11,54,25,29,77,23,28,0,14,0,0,5,36,30,39,28,30,0,0,63,0,0,40,0,0,0,0
2016-04-10,0,15,0,0,14,7,58,20,68,0,47,22,11,51,5,35,0,29,0,49,0,16,14,0,0,5,33,30,78,24,15,26,0,0,0,0,0,0,0,0,0
2016-04-17,5,29,0,0,11,4,44,36,53,11,16,7,9,37,9,35,25,36,26,52,28,15,14,0,0,3,36,13,28,28,38,17,0,48,0,0,0,0,0,0,0
2016-04-24,5,14,0,0,12,7,33,10,69,21,47,7,11,27,12,46,50,46,0,26,83,0,14,0,35,8,36,24,72,43,30,44,0,32,0,0,0,0,0,0,32
2016-05-01,5,0,0,0,11,7,56,36,62,33,64,7,11,14,11,43,25,44,0,50,0,0,43,0,35,5,44,7,51,39,15,71,0,16,0,0,41,0,0,0,34
2016-05-08,0,29,0,0,5,2,40,15,51,11,47,22,8,32,15,46,25,50,26,33,28,0,28,0,70,3,27,14,44,38,15,43,0,47,49,0,0,0,0,0,0
2016-05-15,0,15,0,0,20,2,48,20,42,11,32,7,10,28,8,50,49,58,0,39,56,31,0,0,35,4,33,22,33,24,30,52,0,16,0,0,0,0,0,0,33
2016-05-22,10,15,0,0,13,13,56,21,43,22,32,7,12,33,13,20,0,44,26,21,28,16,15,0,35,5,35,24,57,14,23,45,0,0,0,0,0,0,0,0,0
2016-05-29,5,30,0,0,15,7,27,26,60,33,16,0,14,28,10,64,26,37,27,21,28,16,44,0,36,2,32,23,17,20,31,9,0,33,50,71,0,0,0,0,0
2016-06-05,5,15,0,0,9,9,34,5,62,54,32,37,15,37,5,47,0,37,0,47,28,0,0,0,36,5,32,29,51,34,0,53,0,0,0,0,0,0,0,0,0
2016-06-12,0,15,0,0,15,9,45,36,69,0,16,44,17,42,27,58,0,36,52,16,0,0,14,0,0,6,28,20,45,71,45,18,0,0,0,69,61,0,0,0,0
2016-06-19,16,15,82,0,20,100,76,94,93,22,24,61,100,100,100,100,77,67,0,43,86,48,0,0,36,16,55,100,52,49,62,18,83,17,50,0,41,0,0,0,34
2016-06-26,10,30,0,47,17,68,69,52,59,33,57,76,71,90,69,80,51,100,0,29,57,16,30,0,36,11,51,61,63,59,39,18,0,16,0,0,42,0,0,97,0
2016-07-03,5,24,43,0,12,26,46,28,56,12,17,40,42,85,38,54,54,55,56,20,45,17,31,0,38,5,31,51,12,26,16,38,0,17,0,0,0,0,0,0,0
2016-07-10,0,16,41,0,14,16,38,21,79,23,17,39,35,39,39,87,27,69,28,25,30,17,15,0,0,7,31,21,47,25,16,38,85,85,52,74,0,0,0,0,34
2016-07-17,0,16,43,0,7,19,62,32,66,0,51,55,20,54,28,58,0,66,28,22,0,17,31,0,37,2,35,21,42,31,57,66,0,17,0,0,0,0,100,0,35
2016-07-24,5,24,0,0,9,9,31,33,81,23,17,24,13,30,17,50,0,27,0,31,0,17,62,0,38,2,33,17,42,36,49,19,0,0,0,0,0,0,0,0,0
2016-07-31,0,32,0,100,11,22,29,16,63,12,26,8,20,30,22,47,0,20,0,25,0,17,31,0,0,2,29,14,12,16,41,39,0,0,0,0,0,0,0,0,0
2016-08-07,17,16,0,0,12,15,30,0,48,12,35,8,16,26,11,38,0,52,29,26,0,0,48,54,39,5,29,17,56,21,17,78,0,0,54,0,0,0,0,0,0
2016-08-14,6,34,0,0,8,15,36,6,76,0,36,8,15,32,21,35,85,45,0,24,32,0,0,0,40,2,31,18,19,22,43,30,0,0,0,0,0,0,0,0,37
2016-08-21,0,24,0,0,9,5,27,28,55,0,43,48,13,15,11,42,0,31,0,17,60,0,0,0,0,3,27,17,12,47,16,10,0,52,53,0,0,0,0,0,0
2016-08-28,5,15,0,0,18,11,54,27,60,56,0,38,16,19,14,45,26,38,0,22,0,16,30,51,37,3,28,12,18,40,16,28,0,17,0,0,0,0,0,0,0
2016-09-04,5,0,0,0,12,7,35,22,41,0,17,8,13,15,16,48,0,34,0,16,0,16,30,0,0,3,34,18,59,20,24,27,0,33,51,0,0,80,0,0,35
2016-09-11,21,0,0,0,11,7,58,21,38,34,49,15,15,34,16,36,0,23,0,19,29,0,45,0,36,2,22,12,47,15,16,46,0,50,0,0,0,0,0,0,0
2016-09-18,0,0,0,0,5,7,36,26,60,0,16,15,14,24,14,39,25,67,26,24,29,0,44,0,36,2,27,10,34,10,15,18,0,49,50,0,0,0,0,0,0
2016-09-25,0,15,0,0,11,14,43,5,45,0,16,23,11,38,11,40,0,33,53,21,0,32,59,0,0,2,22,10,40,29,23,36,0,16,50,0,0,0,0,0,67
2016-10-02,5,15,0,0,10,13,45,15,43,11,32,37,46,28,34,35,76,70,53,10,28,0,15,0,71,1,23,52,45,19,38,18,0,32,50,0,0,0,0,0,0
2016-10-09,0,15,0,0,10,9,47,15,50,43,63,22,32,28,23,39,50,33,0,18,84,0,43,0,0,4,29,37,23,19,31,18,0,32,0,0,41,0,0,0,0
2016-10-16,0,30,40,0,13,9,60,20,46,21,55,22,20,33,19,35,25,47,0,44,28,0,14,0,0,1,30,16,34,10,45,18,0,0,0,0,0,0,46,0,0
2016-10-23,5,59,0,0,17,4,50,20,44,54,16,7,16,33,11,43,25,47,0,18,0,0,29,0,35,7,27,19,40,34,91,27,0,0,0,0,0,0,0,0,33
2016-10-30,5,15,0,0,19,16,59,5,46,0,16,30,22,38,23,51,25,40,52,29,28,0,0,49,35,6,32,16,34,19,38,0,0,0,0,0,0,0,0,0,33
2016-11-06,10,14,39,0,28,17,81,40,100,32,46,29,27,9,18,23,49,43,25,84,27,15,42,0,0,8,70,34,49,42,81,43,0,78,0,68,0,76,0,0,0
2016-11-13,5,15,0,0,18,20,60,25,66,43,31,7,14,46,16,19,25,47,77,21,27,15,43,0,0,7,47,8,50,24,30,35,0,79,49,0,0,0,0,0,32
2016-11-20,0,14,39,0,13,2,41,40,81,21,15,36,14,54,16,53,0,35,25,35,0,15,28,0,0,3,39,21,33,23,37,52,0,16,48,0,0,0,0,0,32
2016-11-27,0,0,0,44,16,6,47,44,56,20,45,7,13,27,14,22,24,48,0,52,27,15,82,0,0,5,29,14,48,18,43,50,0,31,0,0,0,0,44,0,31
2016-12-04,5,14,0,0,10,12,38,38,58,20,22,14,12,13,16,36,0,41,0,15,26,15,27,0,33,3,47,35,42,13,28,50,0,60,0,0,0,0,0,44,0
2016-12-11,0,0,0,0,18,6,63,49,71,10,61,0,12,13,20,34,0,42,25,33,27,15,14,0,0,3,45,12,60,14,29,34,0,31,0,0,0,75,45,0,0
2016-12-18,0,15,41,0,17,9,27,26,48,33,16,30,11,14,10,43,26,33,0,21,29,16,29,0,0,11,38,7,58,19,39,36,0,0,0,0,42,0,95,0,34
2016-12-25,5,23,41,0,14,7,38,11,58,23,33,16,10,10,10,41,26,30,0,35,0,0,0,0,37,2,28,9,35,15,32,19,0,0,51,0,42,0,0,0,0
2017-01-01,0,15,0,0,13,9,40,35,69,11,23,0,12,9,9,23,0,21,0,31,28,46,14,0,0,4,27,17,56,14,30,17,0,16,0,0,0,0,0,0,0
2017-01-08,0,14,0,0,10,12,31,43,73,0,15,28,17,39,22,25,0,44,0,37,26,15,0,0,50,3,31,23,42,13,0,50,0,15,92,0,38,0,0,0,0
2017-01-15,5,14,0,0,11,26,50,28,68,30,15,48,32,34,26,39,23,60,0,29,26,43,13,0,32,4,44,34,42,18,21,24,0,30,0,0,0,0,0,0,30
2017-01-22,0,14,37,0,17,16,48,24,59,20,29,41,19,30,20,47,23,13,0,34,26,0,13,0,0,8,35,16,31,31,21,41,0,59,0,0,57,0,0,0,0
2017-01-29,5,14,0,42,17,18,51,42,50,30,36,41,14,26,14,57,23,30,24,21,0,0,26,0,32,5,38,18,10,22,28,49,0,15,45,64,0,0,43,0,30
2017-02-05,9,0,0,84,9,4,35,19,55,20,14,41,13,17,10,25,23,47,0,21,38,0,26,0,32,5,33,17,57,22,21,41,0,0,0,0,37,71,0,0,0
2017-02-12,0,13,36,0,12,6,39,23,61,39,29,20,14,13,18,32,23,23,47,17,26,14,13,0,0,2,30,22,57,17,35,72,0,15,45,0,74,71,42,0,0
2017-02-19,0,14,0,0,17,4,35,19,51,10,22,14,11,30,8,43,0,30,48,22,26,29,40,0,0,5,29,18,47,18,35,33,0,44,45,0,0,0,0,0,0
2017-02-26,9,20,0,0,14,10,62,23,58,19,42,26,15,8,9,66,67,69,23,30,0,28,26,0,32,6,36,19,51,21,14,48,0,14,0,0,37,0,0,0,0
2017-03-05,0,0,0,0,15,6,64,41,59,19,28,20,14,21,5,24,0,45,0,25,25,14,26,0,31,2,42,14,60,30,20,31,71,14,0,0,36,0,0,0,0
2017-03-12,0,39,0,0,9,6,34,18,58,10,35,33,15,41,16,17,0,26,0,25,0,14,25,0,31,4,42,19,55,34,27,55,0,0,44,0,0,69,0,0,29
2017-03-19,5,0,36,0,13,16,31,9,73,0,29,54,14,21,12,53,0,23,0,24,0,29,26,0,32,4,32,25,72,31,14,73,0,15,45,0,0,0,0,0,30
2017-03-26,0,14,0,0,18,14,52,42,67,10,44,27,20,21,14,54,23,20,0,26,26,0,0,0,0,2,38,11,41,13,28,24,0,15,0,0,0,0,0,0,0
2017-04-02,5,0,0,0,15,12,27,19,74,10,36,14,11,0,10,29,46,40,24,7,0,14,27,0,0,2,29,14,41,18,14,33,0,30,0,0,37,0,43,0,0
2017-04-09,10,21,0,43,15,13,23,19,79,41,52,14,12,26,12,37,0,41,0,10,0,15,27,0,0,1,31,16,53,36,14,42,0,30,0,0,0,0,0,0,0
2017-04-16,5,14,0,0,9,6,52,5,69,0,37,21,23,34,24,50,23,40,0,26,39,0,27,0,33,5,36,12,31,18,21,25,0,45,0,0,38,0,0,0,0
2017-04-23,0,0,0,0,9,2,61,32,62,20,22,7,11,59,18,46,68,33,0,40,26,14,13,44,32,6,54,17,41,39,28,24,0,15,0,0,0,0,0,0,0
2017-04-30,0,0,0,0,12,12,50,23,55,20,15,0,12,21,12,69,0,77,24,36,26,0,27,0,0,5,51,15,73,40,28,57,0,30,45,0,0,0,0,0,0
2017-05-07,0,14,36,0,13,4,59,28,59,10,44,7,12,17,14,28,0,43,0,29,26,43,13,0,0,7,39,20,62,53,21,49,0,44,0,0,37,0,0,0,0
2017-05-14,5,22,58,0,11,9,35,25,53,21,39,29,10,18,14,38,25,25,51,23,0,46,0,0,34,3,38,17,44,38,22,52,0,16,48,0,0,0,0,0,0
2017-05-21,5,14,0,0,17,11,45,30,45,11,47,37,13,23,15,23,0,76,0,15,28,0,0,0,0,5,43,20,61,24,45,35,0,0,0,0,40,0,0,0,0
2017-05-28,0,22,0,0,12,11,31,25,42,11,39,22,13,32,20,38,25,50,0,10,0,15,0,0,35,4,41,22,39,33,22,52,0,32,0,0,0,0,0,0,0
2017-06-04,0,14,39,0,20,19,39,30,54,10,15,29,28,54,28,75,24,42,0,25,0,30,42,0,34,6,39,29,38,23,44,43,0,0,0,0,40,0,0,0,32
2017-06-11,5,0,0,0,17,7,69,15,46,11,15,36,15,23,19,58,0,36,0,36,0,15,28,0,35,6,44,16,99,24,22,35,0,16,0,69,0,0,0,0,0
2017-06-18,0,14,0,0,17,11,43,19,50,10,23,28,13,35,21,22,0,35,25,25,27,15,55,0,34,5,28,16,38,32,22,17,0,31,0,0,39,0,44,0,0
2017-06-25,0,15,0,0,9,11,56,36,48,11,24,7,13,33,13,43,25,18,0,31,57,16,15,0,0,5,41,19,51,72,46,71,0,48,0,0,0,0,0,0,0
2017-07-02,10,15,0,0,6,4,61,15,37,11,24,0,8,28,11,24,0,29,0,39,28,32,15,0,71,3,37,3,80,68,31,27,0,16,49,0,41,0,0,0,0
2017-07-09,0,0,0,0,13,4,82,25,62,21,31,22,11,23,11,69,0,25,26,49,0,0,100,0,35,4,32,16,39,19,15,26,0,48,0,0,0,0,0,0,33
2017-07-16,10,0,40,0,12,18,80,15,51,21,39,0,11,46,11,39,100,54,0,31,28,0,57,0,0,4,40,16,56,29,23,44,80,16,0,0,40,0,0,0,0
2017-07-23,5,14,0,0,26,4,57,25,61,11,46,22,9,45,10,42,0,18,0,78,27,0,70,0,0,8,40,11,44,51,29,17,0,0,0,0,40,0,0,0,32
2017-07-30,14,28,38,0,12,4,68,15,49,20,45,21,14,62,9,11,0,52,0,25,27,0,27,0,0,12,45,20,49,27,22,8,0,46,0,66,0,0,0,0,0
2017-08-06,14,14,0,0,11,6,38,39,53,10,37,14,11,22,14,48,0,45,25,37,26,15,0,0,33,13,38,15,27,5,14,50,0,15,0,0,0,0,44,0,0
2017-08-13,0,14,0,0,14,2,35,10,52,42,31,29,9,27,16,38,0,25,0,30,27,30,42,0,34,5,34,22,22,19,29,26,0,16,0,0,0,0,0,0,0
2017-08-20,10,28,0,0,15,11,66,24,54,0,30,7,11,49,21,33,48,42,50,17,0,0,0,0,34,6,33,26,38,41,29,34,0,31,0,0,0,0,0,0,0
2017-08-27,5,42,38,0,13,8,49,44,55,20,30,21,10,36,11,37,0,21,0,37,0,15,14,0,0,4,47,27,38,46,36,50,0,0,47,66,0,0,44,0,0
2017-09-03,10,0,0,0,17,10,70,19,50,10,82,14,9,57,12,33,0,31,25,59,0,15,68,46,100,6,45,28,69,36,14,17,0,15,0,0,38,0,0,0,0
2017-09-10,9,41,37,0,13,16,56,24,69,20,30,14,16,43,29,50,0,74,0,41,26,14,26,0,0,5,39,33,31,26,0,8,0,29,45,0,38,0,0,0,0
2017-09-17,19,28,0,0,17,12,34,33,53,30,37,21,14,39,20,62,23,61,24,36,26,0,41,0,0,5,37,28,42,54,28,33,0,15,0,0,0,0,0,44,0
2017-09-24,5,34,0,0,13,10,52,14,64,30,22,28,11,35,11,29,0,64,49,31,65,0,27,0,0,7,47,17,73,18,28,25,0,15,45,0,0,0,0,0,0
2017-10-01,5,21,0,0,9,20,48,24,47,0,15,14,15,35,15,54,0,47,24,19,26,0,0,0,0,9,40,30,52,31,49,33,0,45,46,0,57,0,0,0,0
2017-10-08,0,14,37,0,15,8,39,29,42,20,44,34,13,22,17,39,23,37,48,12,0,0,27,0,32,7,41,18,42,26,21,33,0,0,0,0,0,0,0,0,31
2017-10-15,5,55,0,0,9,8,43,9,53,0,58,27,10,26,5,29,46,27,0,10,26,0,13,0,0,7,35,17,26,31,35,33,0,0,0,0,38,0,0,0,0
2017-10-22,14,14,0,0,19,6,39,23,50,39,22,7,11,26,10,35,23,30,0,29,26,0,13,0,0,11,45,10,31,48,49,40,0,0,0,0,37,0,0,0,0
2017-10-29,5,41,37,0,22,8,68,38,57,10,22,14,17,17,18,18,0,37,24,36,26,14,0,0,0,5,37,17,26,44,0,8,0,0,0,0,75,0,0,43,0
2017-11-05,0,20,0,0,16,4,35,23,57,20,57,13,11,29,11,35,46,46,47,19,25,0,52,0,0,7,43,22,51,35,41,24,0,0,0,63,37,0,42,0,0
2017-11-12,4,26,0,0,18,4,36,14,55,19,14,26,11,29,6,28,0,26,23,19,0,14,38,0,31,4,39,14,45,26,40,55,0,28,44,0,36,0,0,0,0
2017-11-19,0,13,0,0,6,10,36,18,51,19,29,7,10,13,12,49,0,42,0,23,0,0,13,0,0,4,33,20,66,56,61,16,72,14,0,0,0,0,0,0,0
2017-11-26,4,0,0,0,15,10,55,64,55,0,14,7,16,37,21,27,0,42,0,69,50,28,51,0,31,10,38,23,55,17,34,31,0,0,0,0,0,0,0,0,0
2017-12-03,5,0,0,0,14,10,78,83,55,19,50,26,19,17,25,73,45,75,46,84,100,84,51,0,0,10,46,41,55,34,20,16,0,29,44,0,36,0,0,0,29
2017-12-10,9,0,0,0,18,6,49,69,44,29,72,53,13,21,15,53,68,56,47,54,25,57,52,0,0,8,42,18,76,39,41,48,0,43,0,63,37,0,0,0,0
2017-12-17,13,0,0,0,18,8,55,85,57,69,81,57,13,60,11,25,32,61,100,53,36,100,55,62,0,9,35,7,65,61,39,68,0,62,0,0,0,0,0,0,0
