date,USDMXN,USDTRY,USDILS,USDCNH,USDCNY,USDSGD,USDHKD,USDBRL,USDTWD,USDZAR,USDPLN,USDHUF,USDCZK,USDRUB,USDEUR,USDGBP,USDTRL,USDMAD,USDSOS,USDCHF,USDCAD,USDCOP,USDPEN,USDARS,USDNOK,USDDKK,USDNZD,USDAUD,USDKRW,USDCLP,ARSUSD,ARSCNY,ARSBRL,ARSRUB,ARSEUR,ARSGBP,ARSCHF,ARSCAD,ARSAUD,AUDUSD,AUDTRY,AUDILS,AUDCNY,AUDSGD,AUDHKD,AUDKRW,AUDBRL,AUDTWD,AUDZAR,AUDPLN,AUDHUF,AUDCZK,AUDRUB,AUDEUR,AUDGBP,AUDCHF,AUDCAD,AUDARS,AUDNOK,AUDDKK,AUDNZD,BRLUSD,BRLCNY,BRLKRW,BRLRUB,BRLGBP,BRLCHF,BRLCAD,BRLCLP,BRLEUR,BRLARS,CADMXN,CADUSD,CADTRY,CADILS,CADCNY,CADSGD,CADHKD,CADKRW,CADBRL,CADTWD,CADZAR,CADPLN,CADHUF,CADCZK,CADRUB,CADEUR,CADGBP,CADMAD,CADCHF,CADCOP,CADARS,CADNOK,CADDKK,CADNZD,CADAUD,CHFMXN,CHFUSD,CHFTRY,CHFILS,CHFCNY,CHFSGD,CHFHKD,CHFKRW,CHFBRL,CHFZAR,CHFPLN,CHFHUF,CHFCZK,CHFRUB,CHFEUR,CHFGBP,CHFCAD,CHFNOK,CHFDKK,CHFNZD,CHFAUD,CLPUSD,CNHUSD,CNHHKD,CNYUSD,CNYCNH,CNYSGD,CNYHKD,CNYKRW,CNYTWD,CNYRUB,CNYEUR,CNYGBP,CNYCHF,CNYCAD,CNYNZD,CNYAUD
2013-10-27,2,5,27,4,7,32,8,12,11,4,15,90,30,1,33,6,0,26,0,15,15,48,0,25,22,26,20,20,47,23,41,0,0,0,68,0,76,0,0,44,0,62,25,43,43,0,0,21,0,30,0,0,0,48,6,29,20,0,40,0,38,25,0,0,0,0,0,52,0,40,0,0,12,0,0,57,0,21,47,0,39,0,0,0,0,0,28,22,0,33,0,34,0,0,0,0,0,11,35,0,0,35,0,0,0,0,9,0,0,0,7,46,0,0,0,0,0,0,0,0,17,0,0,31,0,0,0,0,0,0,0,0,0
2013-11-03,5,7,31,5,10,26,23,15,25,8,29,50,17,1,42,6,0,30,0,12,22,32,0,26,27,19,39,17,22,25,0,0,0,0,68,0,55,0,0,47,0,0,0,24,27,0,0,0,0,0,0,0,0,32,6,25,29,48,0,0,32,25,0,0,0,0,0,51,0,39,0,0,19,56,0,32,0,0,0,0,0,0,41,0,0,0,10,21,0,27,0,66,0,30,0,65,0,6,0,0,0,30,0,0,36,0,6,0,0,0,7,23,38,0,0,0,0,0,0,0,0,0,0,19,0,0,0,39,0,78,0,0,0
2013-11-10,4,5,47,5,9,36,10,17,7,7,9,50,26,0,26,5,0,0,0,11,11,40,18,0,16,14,20,25,37,0,41,0,0,0,0,0,0,0,0,40,13,0,29,35,19,0,0,15,0,0,0,0,0,49,18,37,25,42,0,0,37,0,0,0,0,0,0,24,0,0,0,0,17,56,23,0,37,28,0,0,50,0,0,0,0,0,0,22,0,25,0,45,0,30,0,0,70,7,0,0,40,0,45,0,0,0,0,12,0,0,5,23,0,0,0,0,0,0,0,0,0,0,71,30,0,0,0,0,35,0,0,0,0
2013-11-17,3,6,45,6,11,31,13,12,14,8,21,26,17,1,17,5,0,0,0,14,13,21,23,0,11,24,26,27,46,19,0,0,0,0,0,0,0,0,0,44,0,45,32,66,43,0,34,0,0,0,0,0,0,49,18,38,28,0,39,0,49,0,0,0,0,0,0,56,0,0,0,0,13,0,26,0,28,31,0,0,0,0,54,0,0,0,19,46,0,24,0,22,0,0,0,50,0,6,0,0,0,0,0,0,0,0,6,0,0,0,4,41,0,27,0,0,0,0,0,0,29,0,0,28,0,0,0,0,0,0,0,0,0
2013-11-24,1,5,33,5,5,23,13,15,7,7,14,61,19,1,24,9,0,0,0,10,18,16,23,0,51,24,53,17,29,17,0,0,0,0,0,0,0,0,0,60,34,0,0,39,35,0,0,0,0,39,0,0,0,36,18,49,9,0,0,0,61,0,0,0,0,43,0,32,0,0,0,0,14,0,0,32,32,28,0,0,0,40,81,38,0,0,10,28,0,24,0,33,61,30,0,0,0,6,46,33,46,30,0,0,0,45,6,0,0,0,7,0,0,23,0,0,0,0,0,0,11,0,0,38,0,29,0,0,0,0,0,0,46
2013-12-01,2,3,18,4,8,18,14,11,13,11,24,27,0,1,24,7,0,0,0,10,25,21,17,24,27,13,19,13,17,22,39,0,0,0,0,0,0,0,84,53,14,0,42,19,30,56,0,0,0,0,0,0,39,31,9,28,25,55,0,43,40,24,0,0,0,0,0,47,0,0,0,0,18,0,0,0,27,21,0,0,0,0,0,0,0,0,13,41,0,44,0,35,44,0,0,37,0,5,0,0,39,29,33,0,0,0,7,0,0,0,4,0,28,0,67,0,0,0,0,0,33,0,52,28,0,0,42,0,34,0,0,0,0
2013-12-08,2,6,54,14,7,27,11,10,10,10,12,45,0,1,19,8,0,0,0,15,18,31,17,24,19,0,20,25,37,17,0,0,0,0,0,0,0,0,0,48,13,46,0,27,27,42,0,17,31,0,0,0,40,27,17,25,34,0,0,0,63,0,0,0,0,0,0,72,0,44,59,38,9,0,23,37,0,48,0,49,0,0,40,0,0,0,14,0,0,35,0,22,45,0,0,50,0,6,0,44,0,0,0,0,36,90,0,0,0,0,5,23,38,0,0,0,27,0,0,0,12,0,53,33,0,33,0,51,0,0,0,0,0
2013-12-15,2,9,41,8,8,22,5,26,11,7,22,68,0,1,24,10,71,26,0,13,17,16,24,25,38,38,0,8,28,50,0,0,0,0,0,74,41,0,0,59,13,47,55,32,43,44,48,21,32,0,0,0,0,32,20,25,32,43,41,0,74,0,96,0,0,0,0,34,54,39,0,29,11,0,23,57,0,21,0,0,0,41,0,45,0,0,0,0,0,40,0,39,0,0,0,0,96,7,35,39,40,61,59,0,0,0,11,16,0,0,4,23,0,28,0,0,37,0,40,0,25,57,0,13,0,30,0,39,0,0,0,74,0
2013-12-22,3,16,37,6,6,19,8,9,14,8,0,29,0,2,21,5,0,0,0,10,13,0,0,54,18,0,0,21,49,0,0,0,0,0,0,0,0,0,0,28,14,0,24,36,47,0,0,0,0,33,0,0,0,36,7,0,11,47,0,0,33,28,0,0,0,0,0,75,0,0,0,0,8,0,26,0,0,32,0,0,0,0,0,0,0,0,16,48,68,0,0,0,0,0,0,0,78,9,44,0,0,58,0,0,0,50,0,0,0,0,4,35,0,36,0,0,0,45,0,32,13,0,0,40,0,0,0,0,0,0,0,0,0
2013-12-29,2,12,39,4,9,15,11,7,9,10,26,48,0,1,14,5,0,28,0,8,15,23,0,26,23,22,21,16,30,36,0,0,0,0,0,0,0,0,0,45,14,56,26,29,57,0,0,17,0,0,0,0,0,47,19,39,19,0,0,0,22,27,0,0,0,0,0,24,0,42,0,42,11,60,0,60,0,46,0,0,0,0,0,0,0,52,14,0,0,0,0,41,0,0,0,54,75,9,64,49,42,0,0,0,39,0,7,0,0,0,12,0,41,0,0,0,33,43,0,0,0,0,58,41,0,0,0,0,0,0,63,0,0
2014-01-05,2,7,35,5,8,25,10,16,15,11,16,30,0,1,21,9,0,0,0,10,32,21,23,41,31,27,35,24,42,16,45,0,83,0,0,0,40,0,0,45,0,88,21,23,19,0,0,20,31,0,33,0,0,27,11,36,15,40,0,0,48,28,0,0,0,0,0,55,0,43,57,0,16,0,22,54,0,23,0,0,0,39,39,37,0,0,16,20,0,24,0,43,0,0,0,0,0,7,33,33,0,29,32,0,35,0,6,0,74,0,7,60,0,0,0,0,0,0,28,21,12,0,0,26,0,28,0,0,0,0,0,0,45
2014-01-12,3,11,17,7,11,28,12,16,20,15,12,21,33,2,24,5,67,25,0,11,32,15,17,0,26,31,25,26,33,28,0,0,0,0,65,0,39,0,0,57,0,0,47,22,55,0,50,15,0,0,0,0,0,49,17,56,15,0,51,0,69,24,0,0,0,0,52,21,0,99,0,0,18,0,22,58,0,60,44,0,0,0,39,0,0,0,27,40,0,35,0,46,0,0,0,0,0,12,44,0,51,29,0,0,46,0,7,0,0,0,7,22,0,0,66,0,0,38,0,0,22,0,69,51,0,28,0,40,0,0,0,0,44
2014-01-19,4,18,31,13,7,23,9,17,15,15,20,21,16,3,20,6,0,0,0,15,39,34,25,83,10,14,27,21,26,18,65,0,0,0,0,0,0,0,0,66,12,0,0,22,36,0,33,17,40,0,0,0,0,26,15,54,44,39,0,0,41,94,0,0,0,0,0,42,0,0,0,0,30,0,22,57,26,59,0,0,36,38,38,36,0,0,9,29,0,25,48,28,0,0,0,0,0,18,56,0,0,0,0,0,37,0,8,11,0,40,8,39,27,25,0,0,0,75,0,0,19,0,0,23,0,27,36,0,0,0,0,0,0
2014-01-26,4,47,25,12,9,25,18,26,7,18,17,58,28,4,21,7,65,0,0,13,38,30,0,100,33,29,54,18,53,28,0,0,0,0,0,0,44,0,0,47,20,50,23,29,40,0,0,0,0,0,43,0,0,23,21,27,18,39,37,0,41,34,0,0,0,0,38,46,0,0,0,0,28,0,29,0,0,0,0,0,0,38,38,36,0,0,18,0,0,31,0,72,0,0,0,36,0,11,32,0,0,0,32,0,34,49,7,12,0,0,8,24,0,25,0,0,25,38,0,0,24,0,50,14,0,0,0,36,0,0,73,0,0
2014-02-02,4,19,33,6,7,34,18,18,8,9,21,60,19,3,15,4,0,0,0,17,32,37,17,35,18,41,19,19,18,17,80,0,0,0,0,0,0,0,0,56,16,0,21,34,53,42,34,20,31,0,33,0,0,16,20,33,34,42,0,0,74,70,0,0,0,0,0,100,52,38,59,28,15,55,23,0,0,36,0,37,38,0,40,38,0,0,19,27,44,24,0,0,44,0,0,75,0,11,34,0,0,30,0,0,35,0,10,0,0,0,6,26,0,23,0,0,34,0,0,0,25,0,0,33,0,0,0,38,0,0,57,0,46
2014-02-09,3,10,18,3,9,30,11,15,0,10,14,46,0,2,19,9,0,0,0,14,20,25,16,24,10,22,21,26,14,21,0,0,0,0,0,0,0,0,0,51,13,0,22,22,32,0,64,14,0,0,0,0,0,22,21,83,20,0,0,42,27,31,0,0,0,0,0,41,0,0,0,27,19,51,0,26,0,0,0,0,0,0,0,0,0,0,24,26,0,39,0,62,42,0,0,35,0,11,32,0,0,0,41,0,67,0,9,11,0,40,9,23,0,22,0,0,0,75,36,0,18,0,0,36,0,31,0,0,0,0,0,0,0
2014-02-16,3,12,30,15,13,29,22,18,10,8,20,47,56,3,23,7,0,0,0,13,30,37,22,39,15,18,37,21,16,24,0,0,0,0,0,0,0,0,0,40,0,0,52,33,55,0,36,20,30,0,32,0,0,15,11,16,21,53,0,0,14,47,0,0,0,0,0,38,0,37,0,0,18,0,22,72,0,20,0,0,0,0,0,0,0,27,12,20,42,39,0,46,0,0,0,0,0,5,33,0,37,0,0,0,0,49,0,22,0,0,6,22,0,0,0,0,0,0,32,0,27,0,51,27,0,37,0,40,0,0,55,0,88
2014-02-23,2,14,43,37,42,32,15,16,0,9,15,31,18,4,26,6,64,0,100,16,21,17,0,0,29,15,36,39,23,16,0,0,0,0,0,0,38,75,0,41,0,0,27,25,40,0,0,0,0,37,0,0,0,22,8,23,24,0,0,0,27,27,0,0,0,0,37,38,0,0,0,0,18,0,0,60,0,36,0,0,0,75,37,0,95,26,9,0,0,26,0,44,0,0,0,0,0,9,43,0,0,75,0,0,0,56,8,0,70,0,4,21,26,0,0,0,33,37,36,20,42,0,0,49,0,0,0,0,0,0,0,0,0
2014-03-02,2,14,38,25,21,29,35,15,17,11,23,31,16,10,33,8,0,0,0,13,25,24,22,0,33,20,19,16,18,32,38,0,0,0,0,0,0,0,0,52,0,0,66,26,55,0,33,15,0,0,0,0,0,49,13,45,8,0,0,57,30,27,0,0,0,0,0,48,0,37,0,0,11,53,29,26,29,20,0,0,0,0,0,0,0,35,9,0,42,80,0,34,0,0,48,0,0,10,0,0,0,33,32,0,0,0,7,0,0,0,5,0,0,22,0,0,100,51,28,27,31,0,0,36,0,27,0,73,0,0,0,0,0
2014-03-09,1,8,20,18,19,25,12,9,10,9,16,31,19,5,24,11,0,0,0,17,19,15,16,23,44,35,28,16,15,28,0,0,0,0,0,0,38,0,82,53,12,0,22,20,40,0,0,14,30,0,0,0,0,33,26,36,33,39,38,0,22,0,0,0,0,0,0,38,0,0,0,0,12,0,0,26,0,23,0,0,0,0,0,41,0,0,9,23,0,38,0,42,42,0,0,0,0,10,0,0,100,32,0,0,0,0,13,11,0,0,5,25,36,0,0,0,0,51,28,0,14,0,51,100,0,27,0,0,0,0,0,0,0
2014-03-16,3,10,39,22,41,29,21,16,8,9,23,52,0,5,24,6,0,25,0,12,31,15,0,68,35,0,47,23,15,35,0,0,0,0,0,0,77,0,0,47,12,0,44,26,51,0,0,29,0,0,31,0,0,48,13,42,49,53,51,0,52,0,0,0,0,0,0,69,0,0,0,27,27,0,22,0,0,20,0,0,0,0,0,0,0,0,10,40,57,37,0,62,0,0,0,0,0,10,32,0,43,49,0,0,0,0,13,11,0,0,5,21,27,22,0,0,0,0,27,20,24,0,0,59,0,47,0,0,0,0,0,0,0
2014-03-23,1,12,37,23,26,25,16,16,11,5,8,33,16,3,31,8,0,0,0,9,31,39,0,23,25,15,32,18,14,46,37,0,0,0,0,0,57,100,0,66,12,0,27,15,43,0,32,0,29,0,31,0,0,48,11,36,50,52,0,0,27,40,0,0,0,0,37,60,0,36,0,0,24,0,0,52,26,20,0,0,35,0,38,0,0,26,13,0,0,49,47,77,0,0,47,0,0,13,0,0,0,42,0,0,33,0,6,11,0,0,3,37,46,0,0,0,0,0,27,27,50,0,66,53,0,26,0,48,33,0,53,0,0
2014-03-30,2,14,25,20,20,27,15,27,15,6,26,16,22,2,30,12,0,0,0,12,23,15,0,23,15,20,21,23,20,27,0,0,0,0,0,0,0,0,0,56,16,47,37,41,44,0,0,15,0,0,0,0,75,41,6,34,42,0,0,0,44,35,0,0,0,41,0,48,0,41,0,0,29,52,25,26,0,0,0,0,0,0,38,0,0,0,13,30,0,25,0,21,0,0,0,36,0,4,0,0,38,38,42,0,0,0,8,0,0,0,5,43,36,22,0,0,33,51,0,0,32,0,50,37,0,47,0,0,33,0,0,68,58
2014-04-06,2,8,39,11,16,34,18,17,20,7,20,74,0,2,20,3,0,0,0,10,22,33,0,61,23,39,19,18,44,18,0,0,0,0,0,0,39,0,0,57,16,0,52,41,32,0,0,29,30,0,0,0,0,37,17,0,38,39,0,0,33,54,88,0,0,0,0,32,0,37,0,0,20,53,25,30,29,0,0,35,36,0,0,48,0,26,0,27,0,23,0,31,0,0,0,36,0,4,32,0,0,29,0,0,34,57,6,11,0,0,3,25,0,22,0,0,0,0,0,0,18,0,50,46,0,27,0,37,0,73,0,0,48
2014-04-13,1,5,21,14,10,20,11,8,11,5,16,30,45,3,14,10,0,0,0,9,17,31,0,0,21,16,22,19,21,19,44,0,0,0,0,0,0,0,0,39,0,45,21,23,28,0,34,15,0,0,0,0,0,31,9,38,19,0,0,0,29,73,0,0,0,0,0,66,0,0,0,28,15,0,0,28,27,24,0,0,0,39,0,0,0,0,11,21,0,24,0,64,0,0,50,0,0,9,0,0,0,0,33,0,0,45,17,0,0,0,3,22,0,23,92,0,26,0,39,0,22,0,0,28,0,28,0,38,0,0,0,0,0
2014-04-20,2,10,18,14,17,28,15,12,15,8,16,34,0,2,20,6,0,0,0,11,18,22,0,31,19,27,0,25,24,24,0,0,0,0,0,0,0,0,0,38,14,45,21,34,34,0,0,20,31,0,0,0,0,31,9,16,15,0,0,0,39,24,0,0,0,42,0,37,0,64,0,0,15,0,0,0,0,0,0,0,0,39,0,0,0,0,9,31,0,0,0,49,0,0,0,49,0,4,0,0,52,32,0,0,0,0,8,0,0,42,3,44,28,0,0,0,35,0,0,21,16,0,52,47,0,0,0,0,0,0,0,0,0
2014-04-27,1,5,51,8,19,21,18,13,18,4,24,26,33,3,27,6,0,25,0,10,18,25,25,23,10,23,19,13,39,24,0,0,0,0,0,0,0,0,0,40,0,43,23,22,41,0,0,0,0,0,0,0,0,57,6,23,27,40,37,0,30,41,0,0,0,0,0,31,0,0,0,0,20,0,30,26,26,27,0,0,0,0,0,0,0,0,16,20,0,0,0,54,0,0,0,0,0,8,0,0,0,0,43,75,0,0,7,0,0,0,4,40,27,31,0,0,0,0,0,28,20,0,0,27,0,0,0,0,0,73,0,0,0
2014-05-04,4,7,51,18,18,27,11,14,7,5,28,26,0,1,32,9,0,0,0,9,20,32,22,0,22,13,18,23,29,18,0,0,0,0,0,0,0,0,0,40,24,0,20,50,30,0,0,19,0,0,36,0,0,48,10,16,18,39,0,57,41,24,0,0,0,0,0,53,66,0,0,0,20,0,0,30,0,20,50,0,0,0,0,36,0,0,9,60,42,46,0,36,0,0,0,0,0,7,43,0,0,38,31,0,45,0,9,0,0,0,5,29,0,22,0,0,0,38,47,0,11,0,0,23,0,27,0,0,0,0,0,0,0
2014-05-11,1,8,25,9,13,16,19,14,0,5,20,43,16,2,27,8,0,0,0,12,19,15,16,0,10,15,32,21,41,18,0,0,0,0,0,0,0,0,0,31,12,0,40,20,36,40,44,0,40,0,0,0,51,37,15,36,12,0,0,0,34,23,0,0,0,0,0,30,0,40,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,23,0,50,0,0,64,0,0,5,0,0,0,0,0,0,33,0,10,0,0,54,5,21,27,22,0,0,25,0,0,20,21,0,0,18,0,27,0,0,33,0,0,0,0
2014-05-18,1,6,33,9,10,22,16,12,12,6,17,33,26,2,16,8,0,0,0,7,12,21,0,24,12,0,29,15,56,17,0,0,0,0,0,0,0,0,0,41,0,0,37,31,27,0,0,21,0,0,45,0,0,28,11,33,16,42,0,0,35,43,0,0,0,43,0,24,0,0,0,33,14,0,0,28,0,0,46,0,0,0,40,0,0,0,10,21,0,46,0,71,45,0,0,0,0,4,0,0,0,0,0,0,0,60,0,15,0,0,11,65,38,0,0,0,0,0,0,0,23,0,53,29,0,0,0,0,0,0,0,0,0
2014-05-25,2,10,19,13,14,13,10,14,9,5,9,37,18,2,16,8,0,0,0,11,12,19,0,51,11,15,24,17,46,0,0,0,0,0,0,0,0,0,0,34,0,0,39,61,28,45,0,0,33,0,0,0,0,50,10,18,18,59,0,0,43,70,0,0,0,0,0,35,0,40,0,0,20,0,0,0,33,0,0,0,40,0,0,0,0,0,11,0,0,60,53,47,0,0,0,40,0,12,0,0,0,63,35,0,0,0,7,12,0,0,0,24,0,0,0,0,0,0,0,60,22,0,56,25,0,30,0,40,0,0,0,0,0
2014-06-01,3,6,49,17,7,20,16,14,0,8,25,37,18,1,22,12,0,0,0,12,19,0,0,0,19,25,0,14,62,18,42,0,0,0,0,0,0,0,0,41,13,0,23,37,26,0,0,0,0,0,48,0,0,46,9,18,27,0,0,47,55,29,0,0,0,62,0,51,0,81,0,0,14,0,0,59,0,0,48,0,40,42,0,0,0,0,18,30,0,26,0,31,0,0,0,0,74,11,0,35,0,0,0,0,0,0,7,12,0,0,5,24,34,25,0,0,28,0,0,0,20,0,56,14,0,30,0,40,37,0,0,0,0
2014-06-08,2,7,35,13,11,16,12,13,0,13,22,29,21,2,17,4,0,28,0,9,14,19,0,34,17,17,21,18,49,18,0,0,0,0,0,0,50,0,0,47,13,65,22,29,30,45,37,0,38,0,35,0,0,46,9,30,41,0,0,0,31,26,0,0,0,0,42,27,0,0,0,0,15,0,0,44,0,22,49,0,0,0,0,0,0,0,17,22,0,0,0,69,0,0,0,0,0,8,36,0,0,0,35,0,0,0,7,0,0,0,3,48,41,25,0,0,0,0,0,0,14,81,0,46,0,0,0,41,0,0,0,0,0
2014-06-15,2,11,26,4,8,17,15,23,15,8,18,84,21,1,28,6,0,27,0,10,17,18,19,26,25,27,21,14,20,36,0,0,0,0,0,0,0,0,0,45,13,0,0,33,33,0,0,16,0,0,0,0,0,51,19,20,32,60,0,47,56,58,0,61,0,46,0,26,0,41,0,0,19,0,24,0,0,61,0,0,0,0,0,46,0,30,0,33,0,26,0,43,0,0,0,40,0,13,49,0,0,32,48,0,38,0,12,12,0,0,3,35,41,0,0,0,0,0,31,0,32,0,0,20,0,31,0,0,0,0,0,0,0
2014-06-22,1,7,58,11,9,17,11,13,8,8,32,29,54,1,14,7,0,0,0,7,17,17,0,26,25,17,42,21,45,18,0,0,0,0,0,0,44,0,0,35,27,0,0,15,53,0,0,16,0,0,0,0,0,42,7,31,13,0,0,0,49,35,0,0,0,0,0,48,0,42,63,0,18,0,0,0,59,26,50,0,0,0,86,41,0,40,10,26,47,26,0,43,0,0,54,0,0,6,36,0,0,32,41,0,0,0,8,0,0,61,0,0,41,0,0,0,29,0,0,0,18,0,0,46,0,41,0,41,0,0,0,0,0
2014-06-29,3,6,36,7,6,21,28,13,8,9,10,18,21,1,28,3,0,0,0,9,21,17,19,26,34,0,32,24,64,18,0,0,0,0,0,0,0,0,0,42,0,0,23,26,31,0,0,17,0,0,0,0,0,30,11,21,31,45,43,0,22,27,0,61,0,0,0,41,0,0,0,0,11,0,0,30,0,42,0,0,0,0,59,0,0,0,12,23,0,26,0,45,0,0,0,41,0,7,0,0,0,32,0,0,0,0,10,25,0,0,3,24,0,0,0,0,0,0,0,0,12,0,0,31,0,42,0,0,0,0,62,0,0
2014-07-06,3,5,39,11,7,23,20,15,20,4,9,37,18,1,21,7,74,32,0,5,17,29,19,26,34,0,0,20,49,18,0,0,0,0,0,0,50,0,0,40,0,0,0,33,22,0,37,16,38,0,0,0,0,35,13,20,26,0,0,0,22,40,0,0,0,0,0,81,57,41,0,0,13,0,0,0,0,33,0,0,0,0,43,0,0,0,10,0,0,53,0,41,0,0,0,41,0,6,55,0,0,32,0,0,38,0,7,0,0,0,3,24,0,0,0,0,28,0,0,0,12,0,0,20,0,41,0,0,0,0,61,0,0
2014-07-13,1,7,20,8,5,29,13,9,19,6,26,22,18,2,30,10,0,37,0,8,21,29,0,0,20,15,36,15,37,21,0,0,0,0,0,0,44,0,0,32,27,0,23,38,23,46,37,0,0,0,0,0,0,34,7,0,20,45,0,0,56,27,0,0,0,0,0,24,0,0,0,0,18,0,0,30,0,0,0,0,0,0,43,0,0,0,10,0,0,39,0,52,0,0,0,40,0,9,0,48,0,0,0,0,38,0,9,0,0,0,6,33,30,0,0,0,0,0,0,23,24,0,0,32,0,0,0,41,0,0,0,0,99
2014-07-20,1,7,21,9,6,23,25,10,11,7,10,18,25,4,16,9,0,0,0,8,17,34,0,35,34,15,21,16,27,0,0,0,0,0,0,0,43,0,0,34,18,49,23,21,54,0,100,0,0,0,36,70,43,43,11,18,38,0,0,0,56,27,0,0,0,0,0,41,0,0,0,0,13,0,0,30,40,0,57,0,0,0,0,0,0,0,0,23,0,30,0,43,0,0,0,41,75,7,0,0,0,65,0,0,0,0,0,21,0,0,4,24,0,0,0,0,29,0,42,0,49,81,0,16,0,0,0,42,0,0,0,78,0
2014-07-27,2,12,23,11,7,24,12,16,8,9,18,42,19,4,17,8,0,0,0,9,21,23,19,57,25,20,24,8,34,27,44,0,0,0,0,0,44,0,0,31,0,0,0,38,29,0,0,17,0,0,0,0,0,34,7,31,31,91,0,0,47,54,0,0,0,0,0,53,0,0,0,0,13,0,50,60,0,23,0,0,41,58,0,0,0,0,10,0,0,49,0,35,0,0,0,0,0,13,37,0,0,66,0,0,0,0,9,0,0,0,4,25,41,26,0,0,0,0,0,0,18,0,0,52,27,31,0,42,0,0,0,0,0
2014-08-03,1,15,20,20,9,26,17,15,12,8,28,49,29,3,16,9,0,0,0,8,22,20,19,27,22,16,22,0,24,19,0,0,0,0,0,0,0,0,0,35,26,0,0,30,26,0,0,0,0,0,0,0,0,27,16,37,19,0,0,0,42,56,0,0,0,0,0,25,0,0,0,0,11,0,0,57,36,24,0,0,0,0,0,0,0,31,18,32,0,27,0,36,0,0,0,0,0,11,0,0,0,34,37,0,0,0,7,17,0,0,0,25,0,0,0,0,0,0,37,0,29,0,59,37,0,0,43,49,0,0,0,0,59
2014-08-10,3,11,42,17,5,37,12,8,9,6,22,37,20,2,29,8,0,0,0,7,13,31,0,0,21,0,24,24,36,36,0,0,0,0,0,0,0,0,0,32,0,0,0,42,38,0,43,0,0,0,0,0,0,35,15,0,9,45,0,0,37,27,74,0,0,0,0,52,0,41,0,30,16,0,0,30,0,34,0,0,0,49,0,0,0,0,11,0,0,26,54,32,0,0,54,0,0,6,0,0,0,43,71,0,38,0,7,12,0,0,3,28,0,100,0,0,0,0,31,0,12,0,57,21,0,31,0,0,0,0,0,0,49
2014-08-17,2,13,38,14,4,24,9,14,14,6,22,32,33,2,22,7,73,0,0,10,19,28,0,0,37,17,21,14,13,18,0,0,0,0,0,0,49,0,0,30,20,0,23,37,17,0,36,16,0,0,0,0,0,33,12,53,16,0,0,0,40,40,0,0,0,0,0,43,0,0,0,0,18,0,0,54,0,22,0,0,40,0,0,0,0,0,15,22,0,26,0,31,0,0,0,40,0,6,0,61,0,0,0,0,37,0,7,12,0,0,7,24,0,25,0,0,56,0,31,0,36,59,0,30,0,0,0,40,0,0,0,76,0
2014-08-24,2,9,61,8,7,18,17,8,7,3,30,28,17,3,29,8,0,27,0,10,21,24,18,0,15,14,22,8,19,52,0,0,0,0,0,0,0,0,0,34,24,0,32,16,0,0,36,0,0,0,0,0,0,41,6,29,15,0,0,0,36,34,0,0,0,0,0,39,0,0,0,0,15,0,0,0,28,0,0,0,0,0,56,39,0,0,10,25,0,25,0,30,0,0,0,0,0,9,35,68,0,31,0,0,0,0,0,12,0,0,0,25,0,0,0,0,27,41,0,0,0,0,55,20,0,0,0,0,0,0,0,0,95
2014-08-31,2,8,53,10,6,30,11,14,18,3,31,26,20,5,38,10,0,0,0,12,19,27,18,0,35,14,43,23,25,17,0,0,0,0,0,0,41,0,0,33,15,62,0,25,16,0,0,21,85,0,0,0,0,52,11,17,26,42,0,0,29,0,0,78,0,0,0,0,0,0,0,0,10,56,0,0,56,32,0,0,0,0,41,0,0,28,24,21,45,49,0,49,0,0,68,38,0,7,0,0,0,30,45,0,0,0,12,12,0,0,3,31,0,41,0,0,27,0,39,0,0,0,54,23,0,0,0,0,0,0,0,0,0
